algorithm,subsampling,feature_selection,imputation_num,imputation_cat,encoding,fold,auc,sen,spec,accu,gmean
ElasticNet,smote,LASSO,Median,Drop,Label,1,0.650939595,0.320079523,0.847099082,0.775790182,0.520710159
ElasticNet,smote,LASSO,Drop,Unknown,One-Hot,1,0.656969535,0.359937402,0.833692374,0.776368112,0.547792905
ElasticNet,smote,LASSO,Drop,Missing,One-Hot,1,0.654291395,0.352112676,0.835415769,0.776936186,0.542365635
ElasticNet,smote,LASSO,Drop,Mode,One-Hot,1,0.654291395,0.352112676,0.835415769,0.776936186,0.542365635
ElasticNet,smote,LASSO,Drop,Drop,One-Hot,1,0.62360138,0.313103448,0.823669579,0.759416768,0.507832438
ElasticNet,smote,LASSO,Median,Unknown,One-Hot,1,0.651471277,0.382539683,0.813587727,0.753354774,0.557879549
ElasticNet,smote,LASSO,Median,Missing,One-Hot,1,0.652048738,0.382539683,0.812556401,0.752467561,0.557525845
ElasticNet,smote,LASSO,Median,Mode,One-Hot,1,0.644365458,0.371428571,0.805208199,0.744593546,0.546879631
ElasticNet,smote,LASSO,Median,Drop,One-Hot,1,0.649084494,0.332007952,0.839632913,0.770948218,0.527981822
ElasticNet,none,LASSO,Drop,Unknown,Label,2,0.621144817,0.003246753,0.999170813,0.886397059,0.05695666
ElasticNet,none,LASSO,Drop,Missing,Label,2,0.618007433,0.00487013,0.999170813,0.886580882,0.069757377
ElasticNet,none,LASSO,Drop,Mode,Label,2,0.6155229,0.001623377,0.999378109,0.886397059,0.040278618
ElasticNet,none,LASSO,Drop,Drop,Label,2,0.599797016,0,1,0.881516588,0
ElasticNet,none,LASSO,Median,Unknown,Label,2,0.638407475,0.004128819,0.998206508,0.864700011,0.064198241
ElasticNet,none,LASSO,Median,Missing,Label,2,0.622880026,0.003303055,0.998847041,0.865143618,0.057439072
ElasticNet,none,LASSO,Median,Mode,Label,2,0.63347003,0.003303055,0.998334614,0.864700011,0.057424337
ElasticNet,none,LASSO,Median,Drop,Label,2,0.626798662,0.004162331,0.99863097,0.871798275,0.064471952
ElasticNet,none,LASSO,Drop,Unknown,One-Hot,2,0.622940492,0.003246753,0.998756219,0.886029412,0.056944842
ElasticNet,none,LASSO,Drop,Missing,One-Hot,2,0.623541519,0.003246753,0.998963516,0.886213235,0.056950751
ElasticNet,none,LASSO,Drop,Mode,One-Hot,2,0.622745983,0.003246753,0.998963516,0.886213235,0.056950751
ElasticNet,none,LASSO,Drop,Drop,One-Hot,2,0.612622888,0,1,0.881516588,0
ElasticNet,none,LASSO,Median,Unknown,One-Hot,2,0.648144739,0.004128819,0.998334614,0.864810913,0.06420236
ElasticNet,none,LASSO,Median,Missing,One-Hot,2,0.645184113,0.003303055,0.998334614,0.864700011,0.057424337
ElasticNet,none,LASSO,Median,Mode,One-Hot,2,0.643555223,0.001651528,0.998206508,0.864367306,0.040602533
ElasticNet,none,LASSO,Median,Drop,One-Hot,2,0.63858444,0.004162331,0.998478856,0.871665561,0.064467041
ElasticNet,down,LASSO,Drop,Unknown,Label,2,0.627401749,0.542207792,0.639303483,0.628308824,0.588757446
ElasticNet,down,LASSO,Drop,Missing,Label,2,0.623308646,0.529220779,0.638059701,0.625735294,0.581097627
ElasticNet,down,LASSO,Drop,Mode,Label,2,0.620865168,0.537337662,0.635779436,0.624632353,0.584489723
ElasticNet,down,LASSO,Drop,Drop,Label,2,0.593690476,0.545714286,0.589285714,0.584123223,0.567081681
ElasticNet,down,LASSO,Median,Unknown,Label,2,0.635062423,0.561519405,0.624007174,0.61561495,0.591939302
ElasticNet,down,LASSO,Median,Missing,Label,2,0.627407235,0.557390586,0.620548296,0.612066097,0.588122248
ElasticNet,down,LASSO,Median,Mode,Label,2,0.632630196,0.563170933,0.622598002,0.614616835,0.592139424
ElasticNet,down,LASSO,Median,Drop,Label,2,0.616424334,0.539021852,0.619714025,0.609422694,0.577961419
ElasticNet,down,LASSO,Drop,Unknown,One-Hot,2,0.630336884,0.538961039,0.633499171,0.622794118,0.584321291
ElasticNet,down,LASSO,Drop,Missing,One-Hot,2,0.630948006,0.542207792,0.633084577,0.622794118,0.585886841
ElasticNet,down,LASSO,Drop,Mode,One-Hot,2,0.630723883,0.535714286,0.633706468,0.622610294,0.582653935
ElasticNet,down,LASSO,Drop,Drop,One-Hot,2,0.601730031,0.564285714,0.587173579,0.584461747,0.575615898
ElasticNet,down,LASSO,Median,Unknown,One-Hot,2,0.647153209,0.592898431,0.62003587,0.616391261,0.606315342
ElasticNet,down,LASSO,Median,Missing,One-Hot,2,0.647208112,0.591246903,0.621573149,0.617500277,0.606220422
ElasticNet,down,LASSO,Median,Mode,One-Hot,2,0.642308855,0.578034682,0.615680246,0.610624376,0.596560588
ElasticNet,down,LASSO,Median,Drop,One-Hot,2,0.626047112,0.552549428,0.626559172,0.617120106,0.588391802
ElasticNet,up,LASSO,Drop,Unknown,Label,2,0.624414454,0.555194805,0.627072968,0.618933824,0.590040384
ElasticNet,up,LASSO,Drop,Missing,Label,2,0.619995262,0.550324675,0.634121061,0.624632353,0.590738916
ElasticNet,up,LASSO,Drop,Mode,Label,2,0.620004684,0.548701299,0.624170813,0.615625,0.585220758
ElasticNet,up,LASSO,Drop,Drop,Label,2,0.599481567,0.542857143,0.606182796,0.598679756,0.573646808
ElasticNet,up,LASSO,Median,Unknown,Label,2,0.638779736,0.565648225,0.625416346,0.617389376,0.594782016
ElasticNet,up,LASSO,Median,Missing,Label,2,0.627670959,0.554913295,0.626184986,0.616613064,0.589472963
ElasticNet,up,LASSO,Median,Mode,Label,2,0.635429182,0.573080099,0.621445042,0.61494954,0.59677281
ElasticNet,up,LASSO,Median,Drop,Label,2,0.626171843,0.541103018,0.628384545,0.61725282,0.583113002
ElasticNet,up,LASSO,Drop,Unknown,One-Hot,2,0.627363386,0.537337662,0.620646766,0.611213235,0.57749189
ElasticNet,up,LASSO,Drop,Missing,One-Hot,2,0.628141759,0.545454545,0.622927032,0.614154412,0.582905122
ElasticNet,up,LASSO,Drop,Mode,One-Hot,2,0.62749934,0.551948052,0.620024876,0.612316176,0.584997028
ElasticNet,up,LASSO,Drop,Drop,One-Hot,2,0.610539829,0.554285714,0.605222734,0.599187542,0.57919454
ElasticNet,up,LASSO,Median,Unknown,One-Hot,2,0.647844519,0.584640793,0.629003331,0.623045359,0.606416528
ElasticNet,up,LASSO,Median,Missing,One-Hot,2,0.647289461,0.578860446,0.630668716,0.623710769,0.604209545
ElasticNet,up,LASSO,Median,Mode,One-Hot,2,0.642080464,0.582163501,0.622085575,0.616723966,0.601793583
ElasticNet,up,LASSO,Median,Drop,One-Hot,2,0.636566115,0.561914672,0.632795862,0.623755806,0.59630301
ElasticNet,rose,LASSO,Drop,Unknown,Label,2,0.379272805,0.529220779,0.63287728,0.621139706,0.578732933
ElasticNet,rose,LASSO,Drop,Missing,Label,2,0.384513781,0.522727273,0.635157546,0.622426471,0.576206709
ElasticNet,rose,LASSO,Drop,Mode,Label,2,0.384004289,0.545454545,0.63287728,0.622977941,0.58754216
ElasticNet,rose,LASSO,Drop,Drop,Label,2,0.408114165,0.541428571,0.600614439,0.593601896,0.57025417
ElasticNet,rose,LASSO,Median,Unknown,Label,2,0.362730885,0.58629232,0.615295926,0.611400688,0.600619078
ElasticNet,rose,LASSO,Median,Missing,Label,2,0.377457853,0.554913295,0.615295926,0.607186426,0.584325158
ElasticNet,rose,LASSO,Median,Mode,Label,2,0.369088823,0.577208918,0.611837048,0.607186426,0.594270814
ElasticNet,rose,LASSO,Median,Drop,Label,2,0.381582192,0.5421436,0.616215394,0.606768414,0.577994146
ElasticNet,rose,LASSO,Drop,Unknown,One-Hot,2,0.376001486,0.547077922,0.629560531,0.620220588,0.586871934
ElasticNet,rose,LASSO,Drop,Missing,One-Hot,2,0.380836954,0.548701299,0.62893864,0.619852941,0.587451656
ElasticNet,rose,LASSO,Drop,Mode,One-Hot,2,0.378049552,0.535714286,0.619195688,0.609742647,0.575944421
ElasticNet,rose,LASSO,Drop,Drop,One-Hot,2,0.404080261,0.522857143,0.604262673,0.594617468,0.56208812
ElasticNet,rose,LASSO,Median,Unknown,One-Hot,2,0.355368724,0.593724195,0.620932616,0.617278474,0.607176019
ElasticNet,rose,LASSO,Median,Missing,One-Hot,2,0.359355049,0.578034682,0.629900077,0.622934457,0.603410383
ElasticNet,rose,LASSO,Median,Mode,One-Hot,2,0.362107807,0.59042114,0.603766334,0.601974049,0.597056452
ElasticNet,rose,LASSO,Median,Drop,One-Hot,2,0.373513323,0.554630593,0.6247338,0.615792966,0.588639514
ElasticNet,smote,LASSO,Drop,Unknown,Label,2,0.626719285,0.381493506,0.80327529,0.755514706,0.553574121
ElasticNet,smote,LASSO,Drop,Missing,Label,2,0.628401216,0.347402597,0.800373134,0.749080882,0.527306084
ElasticNet,smote,LASSO,Drop,Mode,Label,2,0.622432009,0.36038961,0.808043118,0.757352941,0.539639087
ElasticNet,smote,LASSO,Drop,Drop,Label,2,0.608080151,0.328571429,0.816052227,0.758293839,0.517814104
ElasticNet,smote,LASSO,Median,Unknown,Label,2,0.639822254,0.390586292,0.792595439,0.738604857,0.556396364
ElasticNet,smote,LASSO,Median,Missing,Label,2,0.627519897,0.355904211,0.794773251,0.735832317,0.531848801
ElasticNet,smote,LASSO,Median,Mode,Label,2,0.635569983,0.379025599,0.78619011,0.731507153,0.545881102
ElasticNet,smote,LASSO,Median,Drop,Label,2,0.629477521,0.360041623,0.804685123,0.747976111,0.538256573
ElasticNet,smote,LASSO,Drop,Unknown,One-Hot,2,0.631520765,0.37012987,0.788764511,0.741360294,0.540319633
ElasticNet,smote,LASSO,Drop,Missing,One-Hot,2,0.632774305,0.392857143,0.803897181,0.757352941,0.561975755
ElasticNet,smote,LASSO,Drop,Mode,One-Hot,2,0.63279214,0.373376623,0.798507463,0.750367647,0.546025659
ElasticNet,smote,LASSO,Drop,Drop,One-Hot,2,0.614098639,0.352857143,0.801267281,0.748138118,0.531726324
ElasticNet,smote,LASSO,Median,Unknown,One-Hot,2,0.646709544,0.415359207,0.778503715,0.729732727,0.568646363
ElasticNet,smote,LASSO,Median,Missing,One-Hot,2,0.642366932,0.412881916,0.777991289,0.728956416,0.566761443
ElasticNet,smote,LASSO,Median,Mode,One-Hot,2,0.637227012,0.407101569,0.776582116,0.726960186,0.562270218
ElasticNet,smote,LASSO,Median,Drop,One-Hot,2,0.639339789,0.386056191,0.789930027,0.738420703,0.552229461
ElasticNet,none,LASSO,Drop,Unknown,Label,3,0.636149718,0.003139717,0.997211497,0.877712776,0.055955003
ElasticNet,none,LASSO,Drop,Missing,Label,3,0.626766259,0.001569859,0.997211497,0.877524061,0.039566162
ElasticNet,none,LASSO,Drop,Mode,Label,3,0.631617601,0.001569859,0.996996997,0.877335346,0.039561906
ElasticNet,none,LASSO,Drop,Drop,Label,3,0.615628744,0,0.999803382,0.874462597,0
ElasticNet,none,LASSO,Median,Unknown,Label,3,0.648361578,0.00805153,0.998199357,0.861816569,0.089649494
ElasticNet,none,LASSO,Median,Missing,Label,3,0.643768634,0.006441224,0.997942122,0.861372962,0.080174613
ElasticNet,none,LASSO,Median,Mode,Label,3,0.648278526,0.00805153,0.997813505,0.861483864,0.089632166
ElasticNet,none,LASSO,Median,Drop,Label,3,0.643419577,0.008072654,0.997839173,0.866532798,0.089750823
ElasticNet,none,LASSO,Drop,Unknown,One-Hot,3,0.636383075,0.001569859,0.997425997,0.877712776,0.039570417
ElasticNet,none,LASSO,Drop,Missing,One-Hot,3,0.636382738,0.001569859,0.997425997,0.877712776,0.039570417
ElasticNet,none,LASSO,Drop,Mode,One-Hot,3,0.638258016,0.004709576,0.996996997,0.877712776,0.068523232
ElasticNet,none,LASSO,Drop,Drop,One-Hot,3,0.62195289,0,0.999803382,0.874462597,0
ElasticNet,none,LASSO,Median,Unknown,One-Hot,3,0.656719739,0.00805153,0.99807074,0.861705667,0.089643719
ElasticNet,none,LASSO,Median,Missing,One-Hot,3,0.653013136,0.007246377,0.99807074,0.861594765,0.085043499
ElasticNet,none,LASSO,Median,Mode,One-Hot,3,0.650510275,0.008856683,0.997684887,0.861483864,0.09400095
ElasticNet,none,LASSO,Median,Drop,One-Hot,3,0.649407875,0.008072654,0.997684828,0.866398929,0.089743882
ElasticNet,down,LASSO,Drop,Unknown,Label,3,0.636491841,0.56043956,0.625053625,0.61728628,0.591865507
ElasticNet,down,LASSO,Drop,Missing,Label,3,0.621951285,0.562009419,0.617760618,0.61105869,0.589226006
ElasticNet,down,LASSO,Drop,Mode,Label,3,0.632879347,0.579277865,0.618833119,0.614078128,0.598728927
ElasticNet,down,LASSO,Drop,Drop,Label,3,0.611453103,0.574759945,0.601651593,0.59828031,0.588052069
ElasticNet,down,LASSO,Median,Unknown,Label,3,0.64444082,0.592592593,0.609903537,0.607519131,0.60118576
ElasticNet,down,LASSO,Median,Missing,Label,3,0.638966712,0.595008052,0.60733119,0.605633803,0.601138044
ElasticNet,down,LASSO,Median,Mode,Label,3,0.644403229,0.601449275,0.60488746,0.604413885,0.603165918
ElasticNet,down,LASSO,Median,Drop,Label,3,0.643526886,0.580221998,0.625713845,0.619678715,0.602538743
ElasticNet,down,LASSO,Drop,Unknown,One-Hot,3,0.639124435,0.557299843,0.627842128,0.619362144,0.591520346
ElasticNet,down,LASSO,Drop,Missing,One-Hot,3,0.639124098,0.557299843,0.627842128,0.619362144,0.591520346
ElasticNet,down,LASSO,Drop,Mode,One-Hot,3,0.638875925,0.555729984,0.626126126,0.61766371,0.589878854
ElasticNet,down,LASSO,Drop,Drop,One-Hot,3,0.622991811,0.569272977,0.590640975,0.587962167,0.579858557
ElasticNet,down,LASSO,Median,Unknown,One-Hot,3,0.649795217,0.603864734,0.612090032,0.610957081,0.607963473
ElasticNet,down,LASSO,Median,Missing,One-Hot,3,0.648221052,0.599838969,0.612475884,0.610735278,0.606124495
ElasticNet,down,LASSO,Median,Mode,One-Hot,3,0.644472198,0.60547504,0.610160772,0.60951536,0.607813391
ElasticNet,down,LASSO,Median,Drop,One-Hot,3,0.650807725,0.579212916,0.626176879,0.619946452,0.602237276
ElasticNet,up,LASSO,Drop,Unknown,Label,3,0.639902293,0.57299843,0.618618619,0.613134554,0.59537173
ElasticNet,up,LASSO,Drop,Missing,Label,3,0.631667101,0.566718995,0.622050622,0.615399132,0.593740603
ElasticNet,up,LASSO,Drop,Mode,Label,3,0.635107186,0.579277865,0.621192621,0.616153991,0.599869265
ElasticNet,up,LASSO,Drop,Drop,Label,3,0.610541755,0.555555556,0.604207629,0.59810834,0.579371129
ElasticNet,up,LASSO,Median,Unknown,Label,3,0.645737349,0.590982287,0.612604502,0.609626262,0.601696277
ElasticNet,up,LASSO,Median,Missing,Label,3,0.643189441,0.582125604,0.614790997,0.610291671,0.598235389
ElasticNet,up,LASSO,Median,Mode,Label,3,0.648529651,0.594202899,0.608617363,0.606631917,0.601366944
ElasticNet,up,LASSO,Median,Drop,Label,3,0.640582342,0.592330979,0.616453156,0.613253012,0.604271712
ElasticNet,up,LASSO,Drop,Unknown,One-Hot,3,0.637480831,0.557299843,0.62033462,0.612757124,0.587973117
ElasticNet,up,LASSO,Drop,Missing,One-Hot,3,0.637480831,0.557299843,0.62033462,0.612757124,0.587973117
ElasticNet,up,LASSO,Drop,Mode,One-Hot,3,0.639579364,0.563579278,0.615615616,0.609360257,0.589023093
ElasticNet,up,LASSO,Drop,Drop,One-Hot,3,0.625634694,0.561042524,0.599292175,0.594496991,0.579852045
ElasticNet,up,LASSO,Median,Unknown,One-Hot,3,0.653578866,0.595813205,0.620836013,0.617389376,0.608195934
ElasticNet,up,LASSO,Median,Missing,One-Hot,3,0.651658926,0.586956522,0.616720257,0.612620606,0.601654367
ElasticNet,up,LASSO,Median,Mode,One-Hot,3,0.649671156,0.592592593,0.614276527,0.611289786,0.603337153
ElasticNet,up,LASSO,Median,Drop,One-Hot,3,0.64942672,0.590312815,0.625713845,0.621017403,0.607755626
ElasticNet,rose,LASSO,Drop,Unknown,Label,3,0.365113712,0.569858713,0.606821107,0.602377807,0.588049568
ElasticNet,rose,LASSO,Drop,Missing,Label,3,0.375115753,0.563579278,0.613041613,0.607095678,0.587790396
ElasticNet,rose,LASSO,Drop,Mode,Label,3,0.374433191,0.57299843,0.605105105,0.601245518,0.588832977
ElasticNet,rose,LASSO,Drop,Drop,Label,3,0.386691566,0.554183813,0.608729847,0.60189166,0.580816863
ElasticNet,rose,LASSO,Median,Unknown,Label,3,0.36431096,0.570853462,0.618649518,0.612066097,0.594271166
ElasticNet,rose,LASSO,Median,Missing,Label,3,0.368531411,0.57568438,0.623022508,0.616502163,0.598885904
ElasticNet,rose,LASSO,Median,Mode,Label,3,0.363338563,0.586151369,0.602186495,0.59997782,0.594114836
ElasticNet,rose,LASSO,Median,Drop,Label,3,0.354843694,0.58123108,0.633122395,0.626238286,0.606622134
ElasticNet,rose,LASSO,Drop,Unknown,One-Hot,3,0.371276637,0.555729984,0.605963106,0.599924514,0.580303255
ElasticNet,rose,LASSO,Drop,Missing,One-Hot,3,0.370540197,0.562009419,0.606606607,0.601245518,0.583882374
ElasticNet,rose,LASSO,Drop,Mode,One-Hot,3,0.365757549,0.56043956,0.607250107,0.601622948,0.583375508
ElasticNet,rose,LASSO,Drop,Drop,One-Hot,3,0.383783829,0.559670782,0.610696028,0.604299226,0.584626995
ElasticNet,rose,LASSO,Median,Unknown,One-Hot,3,0.357888583,0.568438003,0.624694534,0.616945769,0.595902772
ElasticNet,rose,LASSO,Median,Missing,One-Hot,3,0.360763213,0.55394525,0.629067524,0.618720195,0.590312601
ElasticNet,rose,LASSO,Median,Mode,One-Hot,3,0.360615437,0.582930757,0.610032154,0.606299213,0.596327515
ElasticNet,rose,LASSO,Median,Drop,One-Hot,3,0.35329495,0.586276488,0.624170397,0.61914324,0.604926796
ElasticNet,smote,LASSO,Drop,Unknown,Label,3,0.640414467,0.342229199,0.800943801,0.745801095,0.523551674
ElasticNet,smote,LASSO,Drop,Missing,Label,3,0.632132132,0.334379906,0.812741313,0.755236837,0.521310237
ElasticNet,smote,LASSO,Drop,Mode,Label,3,0.636862923,0.364207221,0.806949807,0.753727118,0.542122631
ElasticNet,smote,LASSO,Drop,Drop,Label,3,0.61020273,0.323731139,0.820880849,0.75855546,0.515504308
ElasticNet,smote,LASSO,Median,Unknown,Label,3,0.64887408,0.383252818,0.801157556,0.743595431,0.554117218
ElasticNet,smote,LASSO,Median,Missing,Label,3,0.645509525,0.366344605,0.805016077,0.744593546,0.543059202
ElasticNet,smote,LASSO,Median,Mode,Label,3,0.647320006,0.374396135,0.792797428,0.735166907,0.544812163
ElasticNet,smote,LASSO,Median,Drop,Label,3,0.647278041,0.351160444,0.822966507,0.760374833,0.537580956
ElasticNet,smote,LASSO,Drop,Unknown,One-Hot,3,0.639618762,0.372056515,0.802659803,0.750896396,0.546474893
ElasticNet,smote,LASSO,Drop,Missing,One-Hot,3,0.639618425,0.372056515,0.802659803,0.750896396,0.546474893
ElasticNet,smote,LASSO,Drop,Mode,One-Hot,3,0.645488727,0.361067504,0.807807808,0.754104548,0.540067726
ElasticNet,smote,LASSO,Drop,Drop,One-Hot,3,0.614605466,0.327846365,0.801022414,0.741702494,0.512457107
ElasticNet,smote,LASSO,Median,Unknown,One-Hot,3,0.65022943,0.411433172,0.784051447,0.732727071,0.567965469
ElasticNet,smote,LASSO,Median,Missing,One-Hot,3,0.648628237,0.389694042,0.803215434,0.74625707,0.559471419
ElasticNet,smote,LASSO,Median,Mode,One-Hot,3,0.645408557,0.381642512,0.795884244,0.738826661,0.55112908
ElasticNet,smote,LASSO,Median,Drop,One-Hot,3,0.64962592,0.388496468,0.799660441,0.745113788,0.557373535
ElasticNet,none,LASSO,Drop,Unknown,Label,4,0.647489106,0.005961252,0.999367089,0.876178156,0.077184707
ElasticNet,none,LASSO,Drop,Missing,Label,4,0.636680878,0.004470939,0.99978903,0.876362964,0.066858026
ElasticNet,none,LASSO,Drop,Mode,Label,4,0.639847322,0.004470939,0.99978903,0.876362964,0.066858026
ElasticNet,none,LASSO,Drop,Drop,Label,4,0.615504405,0,0.999806913,0.879714577,0
ElasticNet,none,LASSO,Median,Unknown,Label,4,0.650301559,0.006546645,0.998973701,0.864478208,0.080869809
ElasticNet,none,LASSO,Median,Missing,Label,4,0.639893381,0.004909984,0.999230276,0.864478208,0.070044302
ElasticNet,none,LASSO,Median,Mode,Label,4,0.65222356,0.006546645,0.998973701,0.864478208,0.080869809
ElasticNet,none,LASSO,Median,Drop,Label,4,0.651337921,0.006160164,0.998630345,0.870510272,0.078432946
ElasticNet,none,LASSO,Drop,Unknown,One-Hot,4,0.647926138,0.005961252,0.999367089,0.876178156,0.077184707
ElasticNet,none,LASSO,Drop,Missing,One-Hot,4,0.647926138,0.005961252,0.999367089,0.876178156,0.077184707
ElasticNet,none,LASSO,Drop,Mode,One-Hot,4,0.647926138,0.005961252,0.999367089,0.876178156,0.077184707
ElasticNet,none,LASSO,Drop,Drop,One-Hot,4,0.619077479,0,0.999806913,0.879714577,0
ElasticNet,none,LASSO,Median,Unknown,One-Hot,4,0.652095903,0.004909984,0.998845414,0.864145503,0.070030812
ElasticNet,none,LASSO,Median,Missing,One-Hot,4,0.648958321,0.004909984,0.998845414,0.864145503,0.070030812
ElasticNet,none,LASSO,Median,Mode,One-Hot,4,0.649738334,0.006546645,0.998717126,0.864256405,0.080859423
ElasticNet,none,LASSO,Median,Drop,One-Hot,4,0.645558997,0.006160164,0.998325978,0.870245195,0.078420992
ElasticNet,down,LASSO,Drop,Unknown,Label,4,0.657357241,0.596125186,0.617932489,0.615228239,0.606930902
ElasticNet,down,LASSO,Drop,Missing,Label,4,0.649169638,0.599105812,0.621940928,0.619109222,0.6104166
ElasticNet,down,LASSO,Drop,Mode,Label,4,0.651193194,0.596125186,0.621518987,0.618369987,0.608689676
ElasticNet,down,LASSO,Drop,Drop,Label,4,0.620492179,0.565770863,0.60262599,0.598199117,0.583907721
ElasticNet,down,LASSO,Median,Unknown,Label,4,0.65576385,0.607201309,0.614496472,0.613507819,0.610838
ElasticNet,down,LASSO,Median,Missing,Label,4,0.64885145,0.584288052,0.622322001,0.617167572,0.603005232
ElasticNet,down,LASSO,Median,Mode,Label,4,0.651142986,0.609656301,0.607440667,0.607740934,0.608547476
ElasticNet,down,LASSO,Median,Drop,Label,4,0.650519816,0.5862423,0.617714199,0.613651425,0.601772542
ElasticNet,down,LASSO,Drop,Unknown,One-Hot,4,0.655669163,0.603576751,0.617510549,0.615782665,0.610503899
ElasticNet,down,LASSO,Drop,Missing,One-Hot,4,0.655669163,0.603576751,0.617510549,0.615782665,0.610503899
ElasticNet,down,LASSO,Drop,Mode,One-Hot,4,0.655669163,0.603576751,0.617510549,0.615782665,0.610503899
ElasticNet,down,LASSO,Drop,Drop,One-Hot,4,0.620971484,0.562942008,0.605136127,0.600067958,0.583657902
ElasticNet,down,LASSO,Median,Unknown,One-Hot,4,0.656605277,0.610474632,0.619884541,0.618609294,0.615161594
ElasticNet,down,LASSO,Median,Missing,One-Hot,4,0.655689524,0.611292962,0.618345093,0.617389376,0.614808916
ElasticNet,down,LASSO,Median,Mode,One-Hot,4,0.653984519,0.607201309,0.608595253,0.608406344,0.607897882
ElasticNet,down,LASSO,Median,Drop,One-Hot,4,0.642405323,0.59137577,0.616648912,0.613386349,0.603880141
ElasticNet,up,LASSO,Drop,Unknown,Label,4,0.654192999,0.602086438,0.617721519,0.615782665,0.609853875
ElasticNet,up,LASSO,Drop,Missing,Label,4,0.645247977,0.600596125,0.620886076,0.618369987,0.610656836
ElasticNet,up,LASSO,Drop,Mode,Label,4,0.646665032,0.600596125,0.618565401,0.616337091,0.609514547
ElasticNet,up,LASSO,Drop,Drop,Label,4,0.621287743,0.589816124,0.602046727,0.600577642,0.595900048
ElasticNet,up,LASSO,Median,Unknown,Label,4,0.655353793,0.611292962,0.612957024,0.612731507,0.612124428
ElasticNet,up,LASSO,Median,Missing,Label,4,0.641248377,0.586743044,0.616292495,0.612287901,0.601336291
ElasticNet,up,LASSO,Median,Mode,Label,4,0.652750357,0.612929624,0.603848621,0.605079295,0.608372179
ElasticNet,up,LASSO,Median,Drop,Label,4,0.649225003,0.60164271,0.620910059,0.618422797,0.611200467
ElasticNet,up,LASSO,Drop,Unknown,One-Hot,4,0.651932376,0.599105812,0.613291139,0.611532064,0.606156981
ElasticNet,up,LASSO,Drop,Missing,One-Hot,4,0.651932376,0.599105812,0.613291139,0.611532064,0.606156981
ElasticNet,up,LASSO,Drop,Mode,One-Hot,4,0.651932376,0.599105812,0.613291139,0.611532064,0.606156981
ElasticNet,up,LASSO,Drop,Drop,One-Hot,4,0.619155315,0.561527581,0.605329214,0.600067958,0.583017195
ElasticNet,up,LASSO,Median,Unknown,One-Hot,4,0.655931401,0.60801964,0.616420783,0.615282245,0.612205801
ElasticNet,up,LASSO,Median,Missing,One-Hot,4,0.654232381,0.601472995,0.614753047,0.61295331,0.608076768
ElasticNet,up,LASSO,Median,Mode,One-Hot,4,0.655472947,0.612111293,0.614624759,0.61428413,0.613366739
ElasticNet,up,LASSO,Median,Drop,One-Hot,4,0.648298775,0.584188912,0.626236494,0.620808482,0.604847432
ElasticNet,rose,LASSO,Drop,Unknown,Label,4,0.35206946,0.570789866,0.626582278,0.619663648,0.598035797
ElasticNet,rose,LASSO,Drop,Missing,Label,4,0.363748923,0.566318927,0.624683544,0.617445943,0.594785772
ElasticNet,rose,LASSO,Drop,Mode,Label,4,0.356172851,0.569299553,0.624261603,0.617445943,0.596147508
ElasticNet,rose,LASSO,Drop,Drop,Label,4,0.388825179,0.564356436,0.606294651,0.601257221,0.584949817
ElasticNet,rose,LASSO,Median,Unknown,Label,4,0.355791146,0.589198036,0.613855035,0.610513475,0.601400184
ElasticNet,rose,LASSO,Median,Missing,Label,4,0.36475184,0.588379705,0.609621552,0.606742819,0.598906461
ElasticNet,rose,LASSO,Median,Mode,Label,4,0.357711992,0.603109656,0.594483643,0.595652656,0.598781117
ElasticNet,rose,LASSO,Median,Drop,Label,4,0.351131863,0.613963039,0.603713286,0.605036448,0.608816593
ElasticNet,rose,LASSO,Drop,Unknown,One-Hot,4,0.352400536,0.576751118,0.621308017,0.615782665,0.598615146
ElasticNet,rose,LASSO,Drop,Missing,One-Hot,4,0.352400536,0.576751118,0.621308017,0.615782665,0.598615146
ElasticNet,rose,LASSO,Drop,Mode,One-Hot,4,0.352400536,0.576751118,0.621308017,0.615782665,0.598615146
ElasticNet,rose,LASSO,Drop,Drop,One-Hot,4,0.397606972,0.524752475,0.61556285,0.604655114,0.568346839
ElasticNet,rose,LASSO,Median,Unknown,One-Hot,4,0.356105145,0.579378069,0.61847338,0.613175114,0.598606643
ElasticNet,rose,LASSO,Median,Missing,One-Hot,4,0.358549219,0.56792144,0.627453496,0.619385605,0.596945804
ElasticNet,rose,LASSO,Median,Mode,One-Hot,4,0.357862955,0.590016367,0.609878127,0.607186426,0.599865049
ElasticNet,rose,LASSO,Median,Drop,One-Hot,4,0.356912974,0.585215606,0.610409375,0.607157058,0.597679757
ElasticNet,smote,LASSO,Drop,Unknown,Label,4,0.645668031,0.357675112,0.811814346,0.75549806,0.538855998
ElasticNet,smote,LASSO,Drop,Missing,Label,4,0.636619882,0.357675112,0.810337553,0.754204398,0.538365652
ElasticNet,smote,LASSO,Drop,Mode,Label,4,0.636872669,0.359165425,0.808227848,0.75254112,0.53878335
ElasticNet,smote,LASSO,Drop,Drop,Label,4,0.622616688,0.314002829,0.810388106,0.750764526,0.504444405
ElasticNet,smote,LASSO,Median,Unknown,Label,4,0.647099414,0.379705401,0.794098781,0.737939448,0.549111643
